종목,날짜,시가,고가,저가,종가,수익률,변동성,거래량,매수량,매도량,외국인순거래량,기관순거래량,개인순거래량
LG,2015-12-22,72300,74100,71700,74000,0.01910,0.00036,232690,160099,72590,-37280,49365,-8267
LG,2015-12-23,74000,75500,73200,74700,0.00941,0.00009,232197,158630,73566,-101779,112779,-11492
LG,2015-12-24,75500,75500,73100,73200,-0.02028,0.00041,151283,64667,86615,-23733,1805,22319
LG,2015-12-28,73500,73900,71900,71900,-0.01792,0.00032,103455,42738,60716,-6965,9408,-4215
LG,2015-12-29,71200,72200,69600,71600,-0.00418,0.00002,171454,71041,100412,30937,-42872,11903
LG,2015-12-30,71600,72800,70400,70800,-0.01124,0.00013,170158,74202,95955,-4935,-2021,6961
LG,2016-01-04,69800,70800,69300,69300,-0.02141,0.00046,152110,75068,77041,13709,-34975,18040
LG,2016-01-05,69300,71500,68800,70700,0.02000,0.00040,260331,159160,101170,5740,24975,-29151
LG,2016-01-06,70700,70700,68500,70300,-0.00567,0.00003,336173,187588,148584,-63611,51618,13314
LG,2016-01-07,69000,70400,68600,68600,-0.02448,0.00060,408359,248506,159852,-207508,228410,-17723
LG,2016-01-08,68100,68700,66900,68200,-0.00585,0.00003,359170,179513,179656,-99081,79300,19389
LG,2016-01-11,67000,68300,66100,67000,-0.01775,0.00032,531572,316760,214811,-116049,131979,-24446
LG,2016-01-12,67700,70100,67600,68500,0.02214,0.00049,510623,200760,309862,128921,27283,-127954
LG,2016-01-13,69600,71600,69400,71400,0.04146,0.00172,256675,134396,122278,43544,-300,-42955
LG,2016-01-14,70400,71600,69600,71000,-0.00562,0.00003,297779,167801,129977,-89942,116076,-27833
LG,2016-01-15,72000,72000,69100,69500,-0.02135,0.00046,271969,144945,127023,-92677,104572,-10929
LG,2016-01-18,69500,70500,68400,70100,0.00860,0.00007,229178,120901,108276,-3021,34650,-31609
LG,2016-01-19,69300,70100,67400,68100,-0.02895,0.00084,347213,161358,185854,-114681,74063,31000
LG,2016-01-20,68300,68300,66400,67000,-0.01628,0.00027,261553,98753,162799,-10447,12586,-1201
LG,2016-01-21,67500,68000,66700,67200,0.00298,0.00001,236757,89547,147209,-12943,21528,-8599
LG,2016-01-22,68500,69400,67600,69200,0.02933,0.00086,232636,144355,88280,-85715,87085,-8541
LG,2016-01-25,69500,71700,69200,70100,0.01292,0.00017,240673,144307,96365,-41127,78964,-36356
LG,2016-01-26,69800,70500,67100,68800,-0.01872,0.00035,271025,114045,156979,16752,-26096,12890
LG,2016-01-27,68600,72800,68600,72400,0.05100,0.00260,458819,281147,177671,-101544,166378,-64622
LG,2016-01-28,71700,73400,70500,72900,0.00688,0.00005,254497,156458,98038,-86412,95824,-6493
LG,2016-01-29,71500,73900,71500,73700,0.01091,0.00012,183167,76544,106622,-6983,24741,-17502
LG,2016-02-01,73500,74500,72500,73700,0.00000,0.00000,363497,210439,153057,18755,-10723,-7806
LG,2016-02-02,72900,74900,72700,74000,0.00406,0.00002,226655,117712,108942,-37250,54183,-16803
LG,2016-02-03,73000,73300,71500,72500,-0.02048,0.00042,277057,131947,145109,26912,-20159,-9377
LG,2016-02-04,72400,74700,72100,73800,0.01777,0.00032,191726,90433,101292,25137,3224,-26103
LG,2016-02-05,72700,73600,71400,71800,-0.02747,0.00075,255714,101241,154472,-12847,-5478,17016
LG,2016-02-11,69900,71400,69300,70500,-0.01827,0.00033,363814,183350,180463,-7596,16504,-8279
LG,2016-02-12,70500,72400,68700,69000,-0.02151,0.00046,208768,86481,122286,-22427,30063,-5019
LG,2016-02-15,70400,70400,68600,69700,0.01009,0.00010,209557,119090,90466,-81174,79024,3968
LG,2016-02-16,69500,70500,69300,69900,0.00287,0.00001,376366,231704,144661,-131680,90701,34355
LG,2016-02-17,69500,70800,69100,69500,-0.00574,0.00003,422875,196762,226112,-56488,63751,-4356
LG,2016-02-18,70300,70300,69100,69600,0.00144,0.00000,291104,171441,119662,-88786,66996,24360
LG,2016-02-19,68900,69900,68900,69600,0.00000,0.00000,167766,97403,70362,-11907,22107,-8347
LG,2016-02-22,69700,74300,69400,73800,0.05859,0.00343,550521,336518,214002,-103519,171596,-70269
LG,2016-02-23,73800,74200,72000,72500,-0.01777,0.00032,282755,150632,132122,-117227,109849,7770
LG,2016-02-24,72300,75800,72300,75300,0.03789,0.00144,390923,271381,119541,-207417,239200,-36435
LG,2016-02-25,75100,75900,72700,73500,-0.02419,0.00059,241829,122230,119598,-94370,72870,26667
LG,2016-02-26,73700,73900,71700,71900,-0.02201,0.00048,213706,59193,154512,2638,-46327,41789
LG,2016-02-29,71700,72900,70700,71800,-0.00139,0.00000,379465,137088,242376,-83983,63590,22551
LG,2016-03-02,73300,74400,72000,72800,0.01383,0.00019,350523,179252,171270,64523,-61830,-5739
LG,2016-03-03,72500,72800,69400,70300,-0.03494,0.00122,602449,197005,405443,-48955,-79402,127919
LG,2016-03-04,70300,70400,68000,68100,-0.03179,0.00101,464818,135696,329121,18448,-184765,165271
LG,2016-03-07,68200,69200,67700,67800,-0.00442,0.00002,280916,117278,163637,17448,-56460,35788
LG,2016-03-08,67800,69400,67600,69400,0.02332,0.00054,316331,180613,135717,31683,24060,-62595
LG,2016-03-09,68800,69100,67000,68500,-0.01305,0.00017,418794,178646,240147,-23105,-65339,91254
LG,2016-03-10,68100,69000,67700,68500,0.00000,0.00000,350084,86823,263260,165217,-148003,-17678
LG,2016-03-11,69200,69200,68200,68400,-0.00146,0.00000,203948,83603,120344,77555,-86409,8804
LG,2016-03-14,68900,69200,67200,67700,-0.01029,0.00011,374438,147009,227428,100255,-149748,49842
LG,2016-03-15,67600,68000,66000,67100,-0.00890,0.00008,299974,100629,199344,75206,-113584,41934
LG,2016-03-16,67000,68100,66700,68100,0.01479,0.00022,260242,120499,139742,62462,-32913,-29763
LG,2016-03-17,68300,69300,67800,68300,0.00293,0.00001,331516,145218,186297,45152,-17347,-17316
LG,2016-03-18,68300,68400,66800,67200,-0.01624,0.00026,399772,131162,268609,21991,-78889,70378
LG,2016-03-21,67700,69200,67400,68800,0.02353,0.00055,329724,170659,159064,112581,-53958,-58745
LG,2016-03-22,68900,69000,67500,68500,-0.00437,0.00002,280839,139600,141238,44119,-68439,25579
LG,2016-03-23,68500,68800,68000,68700,0.00292,0.00001,203170,121983,81186,-16145,29809,-13886
LG,2016-03-24,68200,69600,68100,68200,-0.00730,0.00005,336359,186726,149632,74652,-73685,-1312
LG,2016-03-25,68200,68700,67000,67600,-0.00884,0.00008,207315,83648,123666,38993,-71541,32145
LG,2016-03-28,67500,67600,65900,66500,-0.01641,0.00027,284397,85323,199073,79207,-149112,75898
LG,2016-03-29,66500,67900,66300,67900,0.02083,0.00043,294370,147273,147096,106103,-56623,-48055
LG,2016-03-30,68500,69000,67800,68600,0.01026,0.00011,303384,159899,143484,74160,-30726,-43600
LG,2016-03-31,69100,69200,67500,68500,-0.00146,0.00000,554259,404357,149901,-169153,193938,-24801
LG,2016-04-01,68500,69100,66000,67100,-0.02065,0.00043,550535,258566,291968,1459,-84321,79739
LG,2016-04-04,67100,68100,66700,67900,0.01185,0.00014,285973,192520,93452,-103934,102667,4165
LG,2016-04-05,67600,69200,67600,68600,0.01026,0.00011,347050,218883,128166,73566,7159,-77894
LG,2016-04-06,68100,70000,67800,68400,-0.00292,0.00001,439032,216059,222972,18347,13062,-27502
LG,2016-04-07,68400,69200,68200,68500,0.00146,0.00000,233807,83487,150319,28475,-30116,1755
LG,2016-04-08,67800,68200,67000,68000,-0.00733,0.00005,256361,101206,155154,8047,-41173,33121
LG,2016-04-11,68000,69400,67300,69100,0.01605,0.00026,200124,127539,72584,-23914,65419,-41498
LG,2016-04-12,70000,71700,69100,71700,0.03694,0.00136,640888,368018,272869,125447,-30454,-100719
LG,2016-04-14,72700,73200,70400,71600,-0.00140,0.00000,607334,298792,308541,119135,-120430,966
LG,2016-04-15,71600,71700,70400,71400,-0.00280,0.00001,213089,103022,110066,-4952,7680,-6463
LG,2016-04-18,70200,72200,69600,71900,0.00698,0.00005,300216,171781,128434,-10945,27140,-16748
LG,2016-04-19,72300,72600,70000,70000,-0.02678,0.00072,322317,108138,214178,-81168,24511,56233
LG,2016-04-20,70200,71600,70000,70100,0.00143,0.00000,172592,73526,99065,35151,-23476,-10946
LG,2016-04-21,70600,71400,70400,70900,0.01135,0.00013,138111,59643,78467,27825,9724,-27746
LG,2016-04-22,70300,70600,69400,70000,-0.01278,0.00016,139508,61093,78414,15325,-22232,9481
LG,2016-04-25,69300,70700,69300,70300,0.00428,0.00002,108554,53439,55114,48595,-35456,-8619
LG,2016-04-26,69800,70100,68800,69800,-0.00714,0.00005,154271,62943,91327,17031,-22651,6642
LG,2016-04-27,69100,70700,68900,69500,-0.00431,0.00002,175644,84923,90720,72551,-59096,-12845
LG,2016-04-28,69400,70700,67800,69000,-0.00722,0.00005,334825,136867,197957,4226,-27820,21955
LG,2016-04-29,68900,68900,67700,68100,-0.01313,0.00017,141162,50702,90459,-1270,-17282,19473
LG,2016-05-02,67700,68300,66700,68000,-0.00147,0.00000,178318,96923,81394,35468,-17030,-17134
LG,2016-05-03,67900,68300,66700,66900,-0.01631,0.00027,204028,78480,125547,4822,-77492,72069
LG,2016-05-04,66200,66700,65800,66600,-0.00449,0.00002,261508,126396,135111,45419,-92911,47959
LG,2016-05-09,66300,66600,65200,65800,-0.01208,0.00015,250901,120853,130047,-4682,-1204,5941
LG,2016-05-10,65500,66700,65500,66400,0.00908,0.00008,179663,91402,88260,28828,-31621,2347
LG,2016-05-11,66400,66400,65000,65400,-0.01517,0.00023,225679,60576,165102,35156,-79507,43719
LG,2016-05-12,65000,67200,64900,67200,0.02715,0.00074,203972,109435,94536,70208,-17043,-53678
LG,2016-05-13,67400,68000,66900,67100,-0.00149,0.00000,190045,89884,100160,38396,-16237,-18623
S-OIL,2015-05-18,66700,68700,66600,67500,0.01192,0.00014,235085,127405,107679,72867,-48747,-26458
S-OIL,2015-05-19,67800,70000,66600,70000,0.03637,0.00132,333406,229255,104150,27502,36149,-62701
S-OIL,2015-05-20,69000,69000,66800,66900,-0.04530,0.00205,428449,169801,258647,-117202,-59779,179877
S-OIL,2015-05-21,67700,68100,65200,65600,-0.01962,0.00039,522021,213132,308888,-46631,-123903,171640
S-OIL,2015-05-22,67000,69200,67000,69000,0.05053,0.00255,512323,314888,197434,93789,83719,-175417
S-OIL,2015-05-26,68800,70700,67000,70300,0.01867,0.00035,415264,240900,174363,-9701,64877,-70072
S-OIL,2015-05-27,68900,69500,68500,69200,-0.01577,0.00025,379763,174972,204790,37180,-31719,-1873
S-OIL,2015-05-28,69100,69100,66900,67000,-0.03231,0.00104,496817,211404,285412,-64591,-90373,153086
S-OIL,2015-05-29,67000,68600,66000,66000,-0.01504,0.00023,458491,121538,336952,29327,-108237,86002
S-OIL,2015-06-01,67700,68300,66400,66500,0.00755,0.00006,395907,172445,223461,-686,-844,-17955
S-OIL,2015-06-02,66300,67800,64100,64700,-0.02744,0.00075,506988,211092,295895,11506,-64665,55043
S-OIL,2015-06-03,65600,66600,65200,65500,0.01229,0.00015,293054,144904,148149,83192,9904,-93327
S-OIL,2015-06-04,64500,65400,62600,63000,-0.03892,0.00151,565010,168233,396776,57912,-321614,260983
S-OIL,2015-06-05,62800,63400,61700,62400,-0.00957,0.00009,377281,158833,218447,80683,-118666,38375
S-OIL,2015-06-08,63200,65700,62400,65300,0.04543,0.00206,444732,304424,140307,-51241,128592,-77325
S-OIL,2015-06-09,64600,68300,64500,66600,0.01971,0.00039,516466,332774,183691,-25971,82530,-59891
S-OIL,2015-06-10,68700,69000,66200,66700,0.00150,0.00000,561216,340282,220933,-84362,80167,3054
S-OIL,2015-06-11,67600,68400,64700,66100,-0.00904,0.00008,1349508,922691,426816,395273,-494472,101950
S-OIL,2015-06-12,66100,66600,64100,64300,-0.02761,0.00076,480963,233566,247396,-3240,-101818,103961
S-OIL,2015-06-15,64300,66900,63500,65200,0.01390,0.00019,449517,242928,206588,143361,6223,-150072
S-OIL,2015-06-16,66100,67900,65000,67900,0.04058,0.00165,582272,345797,236474,-52339,203571,-150110
S-OIL,2015-06-17,69000,69800,67100,69700,0.02616,0.00068,482495,333847,148647,-31340,145248,-114894
S-OIL,2015-06-18,69600,71200,69100,70700,0.01425,0.00020,505998,364535,141462,-14776,150906,-139211
S-OIL,2015-06-19,72000,72200,70300,71300,0.00845,0.00007,379276,282385,96890,-54318,166677,-113351
S-OIL,2015-06-22,70700,72300,70500,70800,-0.00704,0.00005,282380,140380,141999,-2156,60099,-57552
S-OIL,2015-06-23,71100,71800,69800,70000,-0.01136,0.00013,278039,110090,167948,22266,-81988,60401
S-OIL,2015-06-24,70500,72000,70000,70700,0.00995,0.00010,364165,172690,191474,101248,-77820,-23910
S-OIL,2015-06-25,70300,71900,70300,71900,0.01683,0.00028,288469,164620,123848,98706,3247,-99328
S-OIL,2015-06-26,71900,72300,70900,71200,-0.00978,0.00010,215333,96403,118929,21723,-514,-21563
S-OIL,2015-06-29,68800,69000,66000,66100,-0.07432,0.00552,571138,164025,407112,-34297,-153561,187497
S-OIL,2015-06-30,65700,68400,65500,67600,0.02244,0.00050,349870,205694,144175,119920,-63895,-55371
S-OIL,2015-07-01,67800,68700,67000,67800,0.00295,0.00001,241604,127132,114471,57825,-19228,-38861
S-OIL,2015-07-02,67400,67900,66200,67800,0.00000,0.00000,425388,206296,219091,182682,-155468,-26836
S-OIL,2015-07-03,68000,68700,65800,66400,-0.02087,0.00044,364940,112979,251960,65604,-192314,126573
S-OIL,2015-07-06,65700,65800,62100,62600,-0.05893,0.00347,840686,263212,577473,111813,-443396,330849
S-OIL,2015-07-07,61800,63200,60200,63200,0.00954,0.00009,554431,236887,317543,125418,-176676,48732
S-OIL,2015-07-08,63500,63500,60600,60800,-0.03871,0.00150,482431,167301,315129,-35480,-137748,180083
S-OIL,2015-07-09,59900,60900,59300,60600,-0.00329,0.00001,468318,175069,293248,18580,-103403,83355
S-OIL,2015-07-10,62000,62700,61500,62300,0.02767,0.00077,449597,284981,164615,23188,-9597,-12521
S-OIL,2015-07-13,62200,63000,61500,62900,0.00958,0.00009,255732,140042,115689,53961,-60949,8558
S-OIL,2015-07-14,63000,63200,62000,62200,-0.01119,0.00013,180713,69914,110798,17548,-37780,22376
S-OIL,2015-07-15,62200,64000,62200,63800,0.02540,0.00065,337253,231501,105751,45076,52013,-97227
S-OIL,2015-07-16,63400,63700,61800,62200,-0.02540,0.00065,309639,152366,157272,-55839,-32775,88852
S-OIL,2015-07-17,62200,63200,61300,62800,0.00960,0.00009,284977,148806,136170,34068,-2041,-32077
S-OIL,2015-07-20,62300,63300,61500,62000,-0.01282,0.00016,162663,55949,106713,1608,-38316,37043
S-OIL,2015-07-21,61400,61700,60200,60600,-0.02284,0.00052,413218,130346,282871,-4975,-174561,182734
S-OIL,2015-07-22,60900,64900,60000,61300,0.01148,0.00013,939578,467925,471652,200095,-218756,20308
S-OIL,2015-07-23,61300,61400,59500,59600,-0.02812,0.00079,539818,163375,376442,81103,-192702,108571
S-OIL,2015-07-24,59000,59400,57400,57800,-0.03067,0.00094,537065,175405,361659,84241,-125498,40416
S-OIL,2015-07-27,57200,60100,56000,59500,0.02899,0.00084,488255,290067,198187,166462,-32095,-133646
S-OIL,2015-07-28,59400,60500,57700,59000,-0.00844,0.00007,506624,282869,223754,25111,24616,-47725
S-OIL,2015-07-29,59900,60300,59100,59900,0.01514,0.00023,313664,176206,137457,67419,-37951,-28028
S-OIL,2015-07-30,60900,61400,60600,61000,0.01820,0.00033,411603,226911,184691,100251,-6825,-93901
S-OIL,2015-07-31,61500,62700,60400,62700,0.02749,0.00076,386407,244460,141946,108444,8211,-116414
S-OIL,2015-08-03,61100,61300,57600,57700,-0.08310,0.00691,409994,109235,300758,-20844,-156381,175662
S-OIL,2015-08-04,56500,59600,56400,59500,0.03072,0.00094,266641,168517,98123,89083,-12786,-74782
S-OIL,2015-08-05,59500,60000,58400,59400,-0.00168,0.00000,259153,121875,137277,39491,-51682,12895
S-OIL,2015-08-06,59500,60900,59000,59100,-0.00506,0.00003,259506,146229,113276,44749,-1119,-43689
S-OIL,2015-08-07,59100,60300,58200,60200,0.01844,0.00034,205325,110569,94755,46728,-8119,-38872
S-OIL,2015-08-10,59100,60200,57600,58200,-0.03379,0.00114,358231,178360,179870,-8622,-85131,91970
S-OIL,2015-08-11,59600,59600,58600,58600,0.00685,0.00005,205944,84062,121881,21838,4397,-26469
S-OIL,2015-08-12,58500,59500,57900,58800,0.00341,0.00001,311032,135238,175793,29601,28232,-57647
S-OIL,2015-08-13,59900,62700,59500,62600,0.06262,0.00392,511988,337854,174133,155864,60934,-222854
S-OIL,2015-08-17,62400,63200,61600,62900,0.00478,0.00002,316651,172173,144477,48998,19924,-68265
S-OIL,2015-08-18,62300,62600,60500,60800,-0.03396,0.00115,352614,167437,185176,-37748,16481,19403
S-OIL,2015-08-19,60800,62200,60500,61000,0.00328,0.00001,341666,157598,184067,22844,69780,-93881
S-OIL,2015-08-20,59500,60700,58400,58800,-0.03673,0.00135,406125,217370,188754,-38311,4298,33347
S-OIL,2015-08-21,57700,58700,57200,58100,-0.01198,0.00014,345548,191943,153604,6494,32664,-39601
S-OIL,2015-08-24,57800,57800,53400,54200,-0.06948,0.00483,668818,237739,431078,-18380,-127235,141855
S-OIL,2015-08-25,54100,57000,52400,55800,0.02909,0.00085,446483,187577,258905,113901,-43649,-69361
S-OIL,2015-08-26,56100,58600,54900,58300,0.04383,0.00192,365013,196400,168612,70999,-18140,-53323
S-OIL,2015-08-27,58100,59100,57100,58500,0.00342,0.00001,263788,135129,128658,-17833,-6170,23647
S-OIL,2015-08-28,62600,62700,60200,61000,0.04185,0.00175,512821,323350,189470,-78169,82117,-3990
S-OIL,2015-08-31,61300,62200,59600,60000,-0.01653,0.00027,368756,130156,238599,-9637,-6727,16801
S-OIL,2015-09-01,62100,62300,60600,60700,0.01160,0.00013,315195,167243,147951,12878,-13609,1075
S-OIL,2015-09-02,58300,59700,57700,58700,-0.03350,0.00112,446427,252235,194191,-135869,19901,114313
S-OIL,2015-09-03,59400,59500,58000,58400,-0.00512,0.00003,199945,89879,110065,2969,-29893,26490
S-OIL,2015-09-04,58300,58800,57100,57800,-0.01033,0.00011,188839,89008,99830,-1176,-38780,35453
S-OIL,2015-09-07,57000,57500,55900,56800,-0.01745,0.00030,258388,139883,118504,-81926,22913,58803
S-OIL,2015-09-08,56500,56600,55100,56000,-0.01418,0.00020,244296,105829,138466,-39462,-49660,87641
S-OIL,2015-09-09,56600,59400,56600,59200,0.05557,0.00309,301337,214398,86938,22527,82788,-104840
S-OIL,2015-09-10,57600,59800,57200,59800,0.01008,0.00010,263263,184396,78866,1106,41618,-43741
S-OIL,2015-09-11,59800,60500,59000,59400,-0.00671,0.00005,213885,102954,110930,23550,9587,-31373
S-OIL,2015-09-14,60000,60700,58600,60500,0.01835,0.00034,269868,167583,102284,41827,11638,-51920
S-OIL,2015-09-15,60600,61200,59200,61200,0.01150,0.00013,205607,147282,58324,-24143,49414,-25200
S-OIL,2015-09-16,61300,64000,60800,63900,0.04317,0.00186,601033,424797,176235,85300,175449,-260872
S-OIL,2015-09-17,65300,65700,64100,64900,0.01553,0.00024,355236,234189,121046,445,60598,-59825
S-OIL,2015-09-18,64600,64700,62700,62800,-0.03289,0.00108,294518,124394,170123,-72478,8578,62207
S-OIL,2015-09-21,61800,63000,60500,60600,-0.03566,0.00127,307895,107194,200700,5260,-84664,79615
S-OIL,2015-09-22,62100,63000,61800,62500,0.03087,0.00095,230379,123121,107257,80447,30199,-110296
S-OIL,2015-09-23,61200,62700,60800,61900,-0.00965,0.00009,216217,115058,101158,3620,24390,-26633
S-OIL,2015-09-24,61800,62500,60800,62300,0.00644,0.00004,183496,111688,71807,-42652,23274,18265
S-OIL,2015-09-25,62400,62400,60900,61600,-0.01130,0.00013,189026,84069,104956,-23220,13192,9958
S-OIL,2015-09-30,61100,63000,60600,62600,0.01610,0.00026,247472,132100,115371,13442,42650,-55663
S-OIL,2015-10-01,62500,64200,61300,63300,0.01112,0.00012,376994,220063,156930,-51764,87319,-43924
S-OIL,2015-10-02,63100,63400,61800,62400,-0.01432,0.00021,326199,139564,186634,-55078,4502,49882
S-OIL,2015-10-05,63400,66100,63400,66000,0.05609,0.00315,569200,399936,169263,80949,189386,-272662
S-OIL,2015-10-06,67400,69800,67400,69800,0.05598,0.00313,847764,609232,238531,187737,96628,-289716
S-OIL,2015-10-07,70900,71600,69200,70400,0.00856,0.00007,680124,411268,268855,113716,76721,-190383
S-OIL,2015-10-08,70300,70900,68700,70600,0.00284,0.00001,440739,206103,234635,51497,29385,-83407
S-OIL,2015-10-12,70000,71000,69000,70200,-0.00568,0.00003,406979,206792,200186,15329,8138,-24109
S-OIL,2015-10-13,68800,69600,68600,69600,-0.00858,0.00007,348081,173192,174888,27503,-39881,12500
S-OIL,2015-10-14,68800,68900,66600,66600,-0.04406,0.00194,377943,107694,270248,-22836,-103277,125847
S-OIL,2015-10-15,66700,69000,66500,68900,0.03395,0.00115,289728,147551,142176,99892,-31590,-67854
S-OIL,2015-10-16,68100,69800,68100,69500,0.00867,0.00008,235720,141394,94325,28701,42030,-70738
S-OIL,2015-10-19,70200,72500,69000,69800,0.00431,0.00002,673328,388019,285308,147983,-54768,-92632
S-OIL,2015-10-20,69500,69500,66900,67500,-0.03351,0.00112,503715,202305,301409,-114715,-77786,191527
S-OIL,2015-10-21,67600,68900,67500,68300,0.01178,0.00014,230820,98164,132655,70455,-16334,-52748
S-OIL,2015-10-22,67200,68300,66600,67100,-0.01773,0.00031,259707,98046,161660,42337,-53238,10767
S-OIL,2015-10-23,68200,70300,67500,68700,0.02357,0.00056,440856,250347,190508,10157,12207,-22051
S-OIL,2015-10-26,68700,68900,67500,68500,-0.00292,0.00001,252992,136459,116532,15426,-46102,26322
S-OIL,2015-10-27,67600,68000,67100,67500,-0.01471,0.00022,216491,107124,109366,-15590,-25163,43610
S-OIL,2015-10-28,66900,67700,66500,67000,-0.00743,0.00006,203431,96073,107357,12014,-22638,10603
S-OIL,2015-10-29,68500,70000,67700,69600,0.03807,0.00145,532013,322937,209075,40709,62878,-120269
S-OIL,2015-10-30,69600,69600,68200,68300,-0.01885,0.00036,210990,92516,118473,-59150,7079,47576
S-OIL,2015-11-02,67900,68400,66800,68400,0.00146,0.00000,206366,116426,89939,16404,-27050,10639
S-OIL,2015-11-03,68600,69800,67600,69700,0.01883,0.00035,331991,199359,132631,19197,11902,-31761
S-OIL,2015-11-04,70900,71500,70000,70300,0.00857,0.00007,286950,160784,126165,-39497,32721,-24323
S-OIL,2015-11-05,69800,70000,69100,69600,-0.01001,0.00010,177617,71861,105755,-8195,9219,-1325
S-OIL,2015-11-06,69500,69600,68900,69500,-0.00144,0.00000,141024,99086,41937,14085,356,-14135
S-OIL,2015-11-09,69300,69300,67600,67600,-0.02772,0.00077,168834,64801,104032,-72303,32400,41358
S-OIL,2015-11-10,66700,68300,66200,67300,-0.00445,0.00002,175669,83599,92069,20919,16814,-34298
S-OIL,2015-11-11,66600,68100,66100,66100,-0.01799,0.00032,193682,72501,121180,-26976,-22487,49441
S-OIL,2015-11-12,66100,68500,66100,68500,0.03566,0.00127,151431,107849,43581,33411,43449,-76660
S-OIL,2015-11-13,66700,68700,66700,68300,-0.00292,0.00001,203233,107974,95258,21746,28579,-50421
S-OIL,2015-11-16,67500,70300,67400,69000,0.01020,0.00010,374843,241886,132956,87871,109013,-189751
S-OIL,2015-11-17,70500,71100,69700,69700,0.01009,0.00010,234379,152525,81853,22706,77381,-98934
S-OIL,2015-11-18,70200,70800,69500,70300,0.00857,0.00007,139600,75627,63972,43686,-18181,-24655
S-OIL,2015-11-19,70900,75100,70700,74500,0.05803,0.00337,796461,622754,173706,204473,281223,-485502
S-OIL,2015-11-20,74500,75900,74000,75200,0.00935,0.00009,342882,204689,138192,155563,16415,-165059
S-OIL,2015-11-23,75200,76000,75100,75800,0.00795,0.00006,292375,192318,100056,97421,31530,-122532
S-OIL,2015-11-24,75100,76600,74800,76200,0.00526,0.00003,313506,187219,126286,59894,27435,-87542
S-OIL,2015-11-25,76600,76800,73600,74400,-0.02391,0.00057,378585,193548,185036,-25471,45984,-17989
S-OIL,2015-11-26,75000,76800,74200,76500,0.02783,0.00077,226843,147078,79764,77238,47213,-119846
S-OIL,2015-11-27,76100,77100,75600,76800,0.00391,0.00002,160883,107020,53862,13129,50036,-62755
S-OIL,2015-11-30,76500,76500,74100,74200,-0.03444,0.00119,314696,77547,237148,-17415,-10008,26489
S-OIL,2015-12-01,74500,76500,74500,76100,0.02528,0.00064,184931,134086,50844,46,70276,-66509
S-OIL,2015-12-02,76100,76600,74300,74500,-0.02125,0.00045,196654,106910,89743,-60272,53693,8006
S-OIL,2015-12-03,73900,75000,72000,75000,0.00669,0.00004,243661,135984,107676,-19354,21907,5545
S-OIL,2015-12-04,74900,74900,73300,74400,-0.00803,0.00006,161227,101891,59335,-12967,2005,11316
S-OIL,2015-12-07,73200,77600,73200,76200,0.02391,0.00057,367544,240176,127367,133348,25091,-157349
S-OIL,2015-12-08,74100,76500,74100,76100,-0.00131,0.00000,445429,299582,145846,6645,92019,-93590
S-OIL,2015-12-09,76100,76200,74800,75500,-0.00792,0.00006,230976,126353,104622,-30435,10653,19816
S-OIL,2015-12-10,75500,76900,73900,74900,-0.00798,0.00006,445695,196369,249325,-43981,50347,3377
S-OIL,2015-12-11,75100,75300,73500,75000,0.00133,0.00000,410035,195064,214970,-1414,28439,-13434
S-OIL,2015-12-14,73900,74000,71300,72500,-0.03390,0.00115,362802,150575,212226,71804,-72883,6736
S-OIL,2015-12-15,73000,73900,70700,71600,-0.01249,0.00016,249797,82831,166965,25464,-43459,16271
S-OIL,2015-12-16,73300,77500,72700,76400,0.06489,0.00421,511707,330488,181218,142858,93381,-238826
S-OIL,2015-12-17,76400,77500,75900,77500,0.01430,0.00020,288119,191793,96325,46488,86649,-138574
S-OIL,2015-12-18,76500,77600,76200,76200,-0.01692,0.00029,217029,75031,141997,36918,-4475,-32259
S-OIL,2015-12-21,76200,80000,75700,78100,0.02463,0.00061,347638,231828,115809,25855,79957,-105352
S-OIL,2015-12-22,78400,81800,77700,81200,0.03893,0.00152,552362,402868,149493,14017,302668,-305951
S-OIL,2015-12-23,81400,82300,80000,80700,-0.00618,0.00004,262694,133402,129291,-27849,57144,-26752
S-OIL,2015-12-24,82300,82500,79800,81800,0.01354,0.00018,298202,165028,133173,61476,57147,-118349
S-OIL,2015-12-28,81600,81900,79000,79300,-0.03104,0.00096,244414,114592,129821,8923,-7593,109
S-OIL,2015-12-29,78000,80200,77400,78900,-0.00506,0.00003,173967,103991,69975,-11095,23681,-11923
S-OIL,2015-12-30,80200,81400,78000,79400,0.00632,0.00004,246683,150243,96439,-29617,75839,-45808
S-OIL,2016-01-04,79500,80200,77200,78000,-0.01779,0.00032,186545,94026,92518,-10743,11046,3
S-OIL,2016-01-05,77700,79900,77100,78600,0.00766,0.00006,204391,133579,70811,-29408,36861,-6892
S-OIL,2016-01-06,77600,78800,75400,77100,-0.01927,0.00037,343202,113527,229674,19043,-120155,97247
S-OIL,2016-01-07,75600,76900,75400,75400,-0.02230,0.00050,190557,87952,102604,-2153,9309,-6152
S-OIL,2016-01-08,74900,79000,74700,78700,0.04284,0.00183,321479,198791,122687,62238,29561,-91266
S-OIL,2016-01-11,78000,79200,76200,78000,-0.00893,0.00008,242836,147065,95770,-31010,39322,-8931
S-OIL,2016-01-12,78900,79800,78000,78700,0.00893,0.00008,193670,121940,71729,-26979,33649,-11739
