종목,날짜,시가,고가,저가,종가,수익률,변동성,거래량,매수량,매도량,외국인순거래량,기관순거래량,개인순거래량
삼성전자,2015-05-18,1335000,1335000,1309000,1320000,-0.00454,0.00002,192537,108294,84242,-9403,12243,-3096
삼성전자,2015-05-19,1321000,1355000,1307000,1338000,0.01354,0.00018,173618,98043,75574,23444,-4817,-18122
삼성전자,2015-05-20,1349000,1370000,1341000,1366000,0.02071,0.00043,205829,124746,81082,50959,5435,-53695
삼성전자,2015-05-21,1371000,1372000,1344000,1352000,-0.01030,0.00011,144212,70832,73379,25185,-28050,2414
삼성전자,2015-05-22,1353000,1353000,1335000,1350000,-0.00148,0.00000,163916,82857,81058,-9931,2280,7008
삼성전자,2015-05-26,1366000,1369000,1336000,1362000,0.00885,0.00008,200683,90984,109698,12905,-96,-15347
삼성전자,2015-05-27,1360000,1366000,1313000,1314000,-0.03588,0.00129,345309,138957,206351,-26515,-37080,64526
삼성전자,2015-05-28,1317000,1321000,1301000,1309000,-0.00381,0.00001,300963,110588,190374,10919,-39096,26056
삼성전자,2015-05-29,1320000,1321000,1297000,1307000,-0.00153,0.00000,347615,65368,282246,-5394,-24047,29393
삼성전자,2015-06-01,1300000,1301000,1288000,1291000,-0.01232,0.00015,218439,95713,122725,58,-29319,30303
삼성전자,2015-06-02,1300000,1303000,1288000,1303000,0.00925,0.00009,175151,92959,82191,23930,-11590,-10637
삼성전자,2015-06-03,1303000,1316000,1265000,1273000,-0.02329,0.00054,235388,102069,133318,-10390,-27604,38516
삼성전자,2015-06-04,1315000,1341000,1305000,1337000,0.04905,0.00241,388239,206044,182194,118299,-30553,-85416
삼성전자,2015-06-05,1325000,1355000,1320000,1341000,0.00299,0.00001,196563,125298,71264,4987,14964,-22768
삼성전자,2015-06-08,1345000,1347000,1313000,1314000,-0.02034,0.00041,202379,84346,118032,-36419,23424,12409
삼성전자,2015-06-09,1300000,1310000,1268000,1282000,-0.02465,0.00061,274705,104545,170159,-65728,1220,63986
삼성전자,2015-06-10,1282000,1294000,1262000,1262000,-0.01572,0.00025,250034,108251,141782,-62240,19813,42420
삼성전자,2015-06-11,1263000,1274000,1253000,1257000,-0.00397,0.00002,306281,122659,183621,-31824,-19411,50295
삼성전자,2015-06-12,1278000,1287000,1264000,1277000,0.01579,0.00025,234830,138056,96773,33889,-11117,-23117
삼성전자,2015-06-15,1255000,1274000,1255000,1270000,-0.00550,0.00003,161356,64182,97173,24977,-14794,-10170
삼성전자,2015-06-16,1270000,1274000,1245000,1255000,-0.01188,0.00014,255352,127400,127951,-39084,24763,15150
삼성전자,2015-06-17,1250000,1266000,1240000,1254000,-0.00080,0.00000,189046,78821,110224,12778,-13759,3664
삼성전자,2015-06-18,1259000,1279000,1251000,1265000,0.00873,0.00008,164952,82718,82233,-17233,30252,-12683
삼성전자,2015-06-19,1266000,1278000,1260000,1266000,0.00079,0.00000,141895,54505,87389,-35976,41475,-6453
삼성전자,2015-06-22,1291000,1296000,1276000,1281000,0.01178,0.00014,127418,60401,67016,24214,-7583,-16716
삼성전자,2015-06-23,1309000,1328000,1291000,1321000,0.03075,0.00095,203180,124232,78947,76930,-15278,-60110
삼성전자,2015-06-24,1300000,1311000,1291000,1302000,-0.01449,0.00021,203960,92280,111679,29032,-37783,9331
삼성전자,2015-06-25,1290000,1303000,1269000,1269000,-0.02567,0.00066,213916,54038,159877,4295,-37464,32739
삼성전자,2015-06-26,1252000,1290000,1252000,1278000,0.00707,0.00005,206950,87903,119046,48431,-41499,-7184
삼성전자,2015-06-29,1269000,1285000,1256000,1281000,0.00234,0.00001,230399,117041,113357,4266,577,-4295
삼성전자,2015-06-30,1276000,1285000,1266000,1268000,-0.01020,0.00010,197407,75256,122150,-3,-9949,10084
삼성전자,2015-07-01,1268000,1302000,1259000,1295000,0.02107,0.00044,166498,91444,75053,48346,-18898,-28191
삼성전자,2015-07-02,1286000,1304000,1285000,1299000,0.00308,0.00001,164460,84055,80404,21939,-15830,-5023
삼성전자,2015-07-03,1287000,1294000,1267000,1268000,-0.02415,0.00058,142604,48988,93615,1992,-28656,27131
삼성전자,2015-07-06,1253000,1260000,1223000,1230000,-0.03043,0.00093,201999,77928,124070,-78895,5535,72510
삼성전자,2015-07-07,1220000,1259000,1220000,1240000,0.00810,0.00007,249565,126286,123278,-16356,12869,4143
삼성전자,2015-07-08,1240000,1251000,1232000,1239000,-0.00081,0.00000,235619,99083,136535,-15194,13719,1547
삼성전자,2015-07-09,1230000,1265000,1226000,1265000,0.02077,0.00043,280610,170992,109617,-4498,25886,-20729
삼성전자,2015-07-10,1257000,1266000,1248000,1259000,-0.00475,0.00002,191468,92323,99144,-5049,3664,43
삼성전자,2015-07-13,1250000,1272000,1245000,1266000,0.00554,0.00003,153441,76404,77036,-935,11461,-10044
삼성전자,2015-07-14,1265000,1270000,1221000,1225000,-0.03292,0.00108,399794,168297,231496,-32172,-62540,94327
삼성전자,2015-07-15,1225000,1238000,1224000,1235000,0.00813,0.00007,167413,86544,80868,3235,-3071,157
삼성전자,2015-07-16,1223000,1287000,1223000,1282000,0.03735,0.00140,223469,119626,103842,39387,19549,-58088
삼성전자,2015-07-17,1300000,1311000,1278000,1305000,0.01778,0.00032,297233,176866,120366,44714,38928,-83552
삼성전자,2015-07-20,1291000,1304000,1273000,1275000,-0.02326,0.00054,128928,54954,73973,-532,-3719,4269
삼성전자,2015-07-21,1275000,1277000,1247000,1263000,-0.00946,0.00009,194055,91510,102544,-31754,8470,23765
삼성전자,2015-07-22,1244000,1260000,1235000,1253000,-0.00795,0.00006,268323,131157,137165,-27440,-11538,39587
삼성전자,2015-07-23,1244000,1253000,1234000,1234000,-0.01528,0.00023,208965,96023,112941,-79357,35884,42718
삼성전자,2015-07-24,1227000,1238000,1224000,1229000,-0.00406,0.00002,196584,107502,89081,-38177,6308,31705
삼성전자,2015-07-27,1229000,1247000,1228000,1230000,0.00081,0.00000,243040,108257,134782,-6145,-2159,6709
삼성전자,2015-07-28,1224000,1251000,1219000,1230000,0.00000,0.00000,267627,134366,133260,-14915,28626,-11845
삼성전자,2015-07-29,1250000,1275000,1231000,1263000,0.02648,0.00070,274689,141189,133499,1377,32044,-32993
삼성전자,2015-07-30,1258000,1260000,1215000,1215000,-0.03875,0.00150,308392,142803,165588,-98637,14372,85040
삼성전자,2015-07-31,1220000,1222000,1175000,1185000,-0.02500,0.00063,391589,179276,212312,-53909,-35294,89521
삼성전자,2015-08-03,1184000,1184000,1166000,1175000,-0.00847,0.00007,196891,107309,89581,-5638,-10119,15957
삼성전자,2015-08-04,1175000,1187000,1170000,1182000,0.00594,0.00004,256887,138407,118479,-6234,-7209,14183
삼성전자,2015-08-05,1182000,1182000,1158000,1159000,-0.01965,0.00039,256050,97769,158280,-11619,-34487,45571
삼성전자,2015-08-06,1155000,1156000,1115000,1115000,-0.03870,0.00150,403981,137467,266513,-53449,-32060,85132
삼성전자,2015-08-07,1120000,1137000,1115000,1136000,0.01866,0.00035,275742,146163,129578,71585,-46559,-24759
삼성전자,2015-08-10,1140000,1142000,1130000,1141000,0.00439,0.00002,114450,63319,51130,27377,-11108,-15743
삼성전자,2015-08-11,1151000,1179000,1148000,1157000,0.01393,0.00019,233286,102666,130619,60646,-32323,-28550
삼성전자,2015-08-12,1150000,1164000,1140000,1154000,-0.00260,0.00001,223080,131552,91527,-59753,64970,-5355
삼성전자,2015-08-13,1153000,1153000,1138000,1140000,-0.01221,0.00015,150411,49518,100892,-25920,1930,23596
삼성전자,2015-08-17,1140000,1141000,1104000,1104000,-0.03209,0.00103,227217,75779,151437,-79130,16611,63908
삼성전자,2015-08-18,1118000,1141000,1117000,1131000,0.02416,0.00058,231672,106909,124762,36545,4274,-41482
삼성전자,2015-08-19,1169000,1176000,1141000,1154000,0.02013,0.00041,401415,205018,196396,133176,-72031,-60765
삼성전자,2015-08-20,1163000,1171000,1130000,1139000,-0.01308,0.00017,216119,121727,94391,-39673,12638,26813
삼성전자,2015-08-21,1099000,1128000,1096000,1101000,-0.03393,0.00115,408851,189768,219082,-140840,118086,21187
삼성전자,2015-08-24,1088000,1115000,1033000,1079000,-0.02018,0.00041,448592,224732,223859,-128798,65262,61792
삼성전자,2015-08-25,1079000,1107000,1067000,1079000,0.00000,0.00000,392519,206455,186063,-85575,-6420,91138
삼성전자,2015-08-26,1068000,1074000,1050000,1067000,-0.01118,0.00013,558952,324295,234656,-218742,109785,101814
삼성전자,2015-08-27,1082000,1086000,1063000,1067000,0.00000,0.00000,495388,210354,285033,-129701,53848,72316
삼성전자,2015-08-28,1086000,1086000,1073000,1081000,0.01304,0.00017,462223,207694,254528,-61487,22881,37719
삼성전자,2015-08-31,1071000,1089000,1052000,1089000,0.00737,0.00005,408309,274375,133933,14236,-3031,-11451
삼성전자,2015-09-01,1089000,1098000,1081000,1085000,-0.00368,0.00001,240372,101637,138734,48167,-43365,-6975
삼성전자,2015-09-02,1069000,1095000,1065000,1090000,0.00460,0.00002,312683,174241,138441,17231,16322,-32375
삼성전자,2015-09-03,1102000,1123000,1093000,1122000,0.02894,0.00084,305142,194775,110366,32837,3871,-36964
삼성전자,2015-09-04,1144000,1144000,1118000,1129000,0.00622,0.00004,251734,145722,106011,35148,3545,-38969
삼성전자,2015-09-07,1129000,1129000,1105000,1112000,-0.01517,0.00023,191805,94501,97303,-50030,45058,4022
삼성전자,2015-09-08,1113000,1136000,1106000,1131000,0.01694,0.00029,182330,110248,72081,681,11736,-14833
삼성전자,2015-09-09,1146000,1147000,1136000,1147000,0.01405,0.00020,259376,125532,133843,-69258,86089,-16659
삼성전자,2015-09-10,1130000,1139000,1118000,1134000,-0.01140,0.00013,362568,254157,108410,-99749,84930,15154
삼성전자,2015-09-11,1126000,1133000,1115000,1115000,-0.01690,0.00029,204167,79072,125094,-20938,-8037,29572
삼성전자,2015-09-14,1120000,1124000,1110000,1124000,0.00804,0.00006,167073,82225,84847,-3949,8489,-4188
삼성전자,2015-09-15,1114000,1128000,1113000,1123000,-0.00089,0.00000,232956,118261,114694,-56109,55661,67
삼성전자,2015-09-16,1121000,1157000,1121000,1152000,0.02550,0.00065,343763,247964,95798,-20267,81108,-57167
삼성전자,2015-09-17,1153000,1157000,1144000,1157000,0.00433,0.00002,273960,178038,95921,-29408,44289,-14627
삼성전자,2015-09-18,1145000,1192000,1135000,1190000,0.02812,0.00079,436270,282263,154006,45396,4324,-48866
삼성전자,2015-09-21,1163000,1173000,1150000,1150000,-0.03419,0.00117,205359,75384,129974,-61753,4231,57746
삼성전자,2015-09-22,1143000,1150000,1130000,1145000,-0.00436,0.00002,250675,118280,132394,-77576,50332,27966
삼성전자,2015-09-23,1144000,1144000,1125000,1131000,-0.01230,0.00015,197649,99962,97686,-50524,38901,11864
삼성전자,2015-09-24,1126000,1135000,1125000,1126000,-0.00443,0.00002,132721,65686,67034,-37126,26678,9914
삼성전자,2015-09-25,1120000,1125000,1109000,1112000,-0.01251,0.00016,209160,71346,137813,-72340,31876,39100
삼성전자,2015-09-30,1100000,1134000,1090000,1134000,0.01959,0.00038,458936,323492,135443,18776,-9764,-9063
삼성전자,2015-10-01,1140000,1145000,1121000,1134000,0.00000,0.00000,241041,116465,124575,-9058,17593,-9002
삼성전자,2015-10-02,1112000,1133000,1112000,1119000,-0.01332,0.00018,274302,122737,151564,-67267,42374,24816
삼성전자,2015-10-05,1119000,1131000,1115000,1115000,-0.00358,0.00001,241935,119912,122022,-54183,31358,22158
삼성전자,2015-10-06,1130000,1155000,1127000,1151000,0.03178,0.00101,382987,236029,146957,-26307,66222,-45493
삼성전자,2015-10-07,1198000,1252000,1186000,1251000,0.08331,0.00694,799502,548023,251478,158429,71101,-227760
삼성전자,2015-10-08,1250000,1279000,1250000,1270000,0.01507,0.00023,570677,284336,286340,149035,-31562,-115726
삼성전자,2015-10-12,1260000,1263000,1247000,1260000,-0.00791,0.00006,378974,192342,186631,-4628,35608,-30045
삼성전자,2015-10-13,1260000,1272000,1248000,1252000,-0.00637,0.00004,198000,93160,104839,-30886,44575,-13740
삼성전자,2015-10-14,1248000,1260000,1237000,1254000,0.00160,0.00000,175051,94278,80772,-32130,40007,-7731
삼성전자,2015-10-15,1244000,1282000,1243000,1269000,0.01189,0.00014,248503,134984,113518,-36920,68773,-32092
삼성전자,2015-10-16,1265000,1269000,1259000,1265000,-0.00316,0.00001,143968,85087,58880,-33211,36789,-4015
삼성전자,2015-10-19,1257000,1265000,1249000,1256000,-0.00714,0.00005,117070,60872,56197,-16845,22897,-5955
삼성전자,2015-10-20,1260000,1273000,1256000,1266000,0.00793,0.00006,150347,67933,82413,-15804,31683,-15736
삼성전자,2015-10-21,1265000,1282000,1259000,1270000,0.00315,0.00001,139567,74760,64806,-8591,29005,-19106
삼성전자,2015-10-22,1280000,1295000,1269000,1280000,0.00784,0.00006,230673,143999,86673,-55186,72575,-13048
삼성전자,2015-10-23,1300000,1300000,1278000,1289000,0.00701,0.00005,263071,157720,105350,-38453,64502,-28690
삼성전자,2015-10-26,1298000,1298000,1272000,1292000,0.00232,0.00001,152165,91849,60315,-3967,12465,-9128
삼성전자,2015-10-27,1282000,1299000,1281000,1298000,0.00463,0.00002,132241,83042,49198,-8998,27307,-17696
삼성전자,2015-10-28,1294000,1308000,1291000,1308000,0.00767,0.00006,271303,189137,82165,-78517,93269,-15534
삼성전자,2015-10-29,1330000,1392000,1324000,1325000,0.01291,0.00017,630471,327359,303111,92040,-27899,-55908
삼성전자,2015-10-30,1345000,1390000,1341000,1372000,0.03486,0.00122,509385,264264,245120,74513,-7318,-67739
삼성전자,2015-11-02,1385000,1393000,1374000,1383000,0.00799,0.00006,386546,214011,172534,54594,-63461,-13891
삼성전자,2015-11-03,1381000,1381000,1350000,1352000,-0.02267,0.00051,301840,101481,200358,-50912,-6260,2436
삼성전자,2015-11-04,1352000,1361000,1326000,1330000,-0.01641,0.00027,281070,106784,174285,-23064,-41284,6948
삼성전자,2015-11-05,1330000,1354000,1330000,1342000,0.00898,0.00008,173042,96195,76846,16601,-25632,-17727
삼성전자,2015-11-06,1343000,1348000,1330000,1338000,-0.00299,0.00001,164322,76916,87405,-36166,-11890,-6791
삼성전자,2015-11-09,1338000,1344000,1321000,1344000,0.00447,0.00002,185661,92307,93353,-10708,-24134,-20610
삼성전자,2015-11-10,1336000,1341000,1314000,1321000,-0.01726,0.00030,197551,85560,111990,-27860,-22405,-5949
삼성전자,2015-11-11,1321000,1345000,1321000,1333000,0.00904,0.00008,140449,79580,60868,-28216,2336,-9685
삼성전자,2015-11-12,1333000,1334000,1317000,1317000,-0.01208,0.00015,157417,59599,97817,-61050,-11375,4209
삼성전자,2015-11-13,1317000,1317000,1300000,1300000,-0.01299,0.00017,177677,73845,103831,-37741,-8006,-9635
삼성전자,2015-11-16,1291000,1291000,1263000,1263000,-0.02887,0.00083,275705,109747,165957,-50825,5002,1681
삼성전자,2015-11-17,1275000,1290000,1270000,1270000,0.00553,0.00003,186184,84226,101957,-12687,-14793,5124
삼성전자,2015-11-18,1272000,1290000,1272000,1281000,0.00862,0.00007,167735,95671,72063,-3168,-23615,-6393
삼성전자,2015-11-19,1290000,1290000,1271000,1289000,0.00623,0.00004,192850,88510,104339,-65136,-1711,-1000
삼성전자,2015-11-20,1289000,1296000,1278000,1285000,-0.00311,0.00001,168720,86888,81831,-70468,3829,-1812
삼성전자,2015-11-23,1285000,1302000,1281000,1282000,-0.00234,0.00001,198820,76227,122592,-61999,11356,-2345
삼성전자,2015-11-24,1282000,1305000,1282000,1299000,0.01317,0.00017,159560,95399,64160,-43013,27314,-12301
삼성전자,2015-11-25,1300000,1310000,1299000,1299000,0.00000,0.00000,142627,74171,68455,-66789,20768,-7578
삼성전자,2015-11-26,1299000,1340000,1299000,1335000,0.02734,0.00075,185800,107663,78136,-14459,4305,-31136
삼성전자,2015-11-27,1345000,1349000,1327000,1327000,-0.00601,0.00004,169854,75448,94405,-50327,-22200,-12865
삼성전자,2015-11-30,1325000,1325000,1284000,1284000,-0.03294,0.00109,534006,111030,422975,-152865,70479,26790
삼성전자,2015-12-01,1294000,1322000,1288000,1321000,0.02841,0.00081,252113,156245,95867,7488,-11289,-22296
삼성전자,2015-12-02,1321000,1322000,1294000,1300000,-0.01602,0.00026,229628,95483,134144,-79237,-9599,2317
삼성전자,2015-12-03,1295000,1297000,1286000,1290000,-0.00772,0.00006,166695,98491,68203,-38691,-25388,9519
삼성전자,2015-12-04,1275000,1280000,1267000,1269000,-0.01641,0.00027,192711,98258,94452,-70866,-7996,23666
삼성전자,2015-12-07,1269000,1275000,1262000,1262000,-0.00553,0.00003,196107,76609,119497,-66626,1660,10212
삼성전자,2015-12-08,1262000,1272000,1262000,1262000,0.00000,0.00000,138322,60908,77413,-31526,-10516,-4408
삼성전자,2015-12-09,1262000,1275000,1262000,1263000,0.00079,0.00000,181812,103791,78020,-76308,26390,-4721
삼성전자,2015-12-10,1263000,1293000,1263000,1283000,0.01571,0.00025,303867,103029,200837,-88901,38849,4853
삼성전자,2015-12-11,1283000,1295000,1272000,1284000,0.00078,0.00000,206729,119139,87589,-68916,16871,-22016
삼성전자,2015-12-14,1273000,1273000,1255000,1261000,-0.01808,0.00033,222801,132609,90191,-99129,56117,-10695
삼성전자,2015-12-15,1261000,1280000,1260000,1277000,0.01261,0.00016,175494,133652,41841,-78628,40350,-16393
삼성전자,2015-12-16,1278000,1310000,1278000,1299000,0.01708,0.00029,207962,103537,104424,-43591,67639,-50324
삼성전자,2015-12-17,1301000,1308000,1275000,1290000,-0.00695,0.00005,174677,83485,91191,-65407,24315,6618
삼성전자,2015-12-18,1265000,1288000,1264000,1278000,-0.00935,0.00009,168369,49899,118469,-28714,-3913,-1896
삼성전자,2015-12-21,1278000,1285000,1261000,1280000,0.00156,0.00000,160466,60237,100228,-35375,-106,712
삼성전자,2015-12-22,1280000,1292000,1267000,1292000,0.00933,0.00009,206192,108336,97855,-13242,1910,-23772
삼성전자,2015-12-23,1292000,1299000,1282000,1295000,0.00232,0.00001,207148,106218,100929,-43157,49468,-39265
삼성전자,2015-12-24,1295000,1300000,1285000,1285000,-0.00775,0.00006,156151,64270,91880,-40161,53403,-46158
삼성전자,2015-12-28,1285000,1289000,1266000,1266000,-0.01490,0.00022,227230,85688,141541,-5866,11088,-39904
삼성전자,2015-12-29,1265000,1266000,1241000,1254000,-0.00952,0.00009,232944,95675,137268,-47508,-38733,34794
삼성전자,2015-12-30,1260000,1272000,1254000,1260000,0.00477,0.00002,203958,90666,113291,2893,-44324,-1251
삼성전자,2016-01-04,1260000,1260000,1205000,1205000,-0.04463,0.00199,306939,130679,176259,-61874,-56273,86474
삼성전자,2016-01-05,1202000,1218000,1186000,1208000,0.00249,0.00001,216002,134895,81106,-27047,-14965,11156
삼성전자,2016-01-06,1208000,1208000,1168000,1175000,-0.02770,0.00077,366752,159886,206865,-67968,-21984,57074
삼성전자,2016-01-07,1166000,1183000,1151000,1163000,-0.01027,0.00011,282388,126001,156386,-58060,-13307,34275
삼성전자,2016-01-08,1163000,1186000,1163000,1171000,0.00686,0.00005,257763,150079,107683,-47699,15806,6347
삼성전자,2016-01-11,1156000,1166000,1146000,1152000,-0.01636,0.00027,241277,138841,102435,-67620,27198,6928
삼성전자,2016-01-12,1148000,1166000,1144000,1146000,-0.00522,0.00003,206283,120285,85997,-39611,-11452,17557
삼성전자,2016-01-13,1153000,1159000,1148000,1148000,0.00174,0.00000,143316,59944,83371,-12871,8410,4177
삼성전자,2016-01-14,1131000,1142000,1131000,1138000,-0.00875,0.00008,209022,91448,117573,-32252,16442,12363
삼성전자,2016-01-15,1140000,1152000,1124000,1132000,-0.00529,0.00003,209464,110827,98636,-9288,1349,9916
삼성전자,2016-01-18,1088000,1133000,1088000,1126000,-0.00531,0.00003,320214,161637,158576,-41146,31433,10151
삼성전자,2016-01-19,1128000,1171000,1128000,1171000,0.03919,0.00154,207242,114187,93054,45854,-19997,-24821
삼성전자,2016-01-20,1160000,1160000,1132000,1138000,-0.02859,0.00082,167052,82528,84523,-26311,7863,18067
삼성전자,2016-01-21,1133000,1155000,1125000,1131000,-0.00617,0.00004,190352,72712,117639,-56029,51690,4581
삼성전자,2016-01-22,1145000,1168000,1145000,1168000,0.03219,0.00104,147528,101351,46176,-19407,40537,-23847
삼성전자,2016-01-25,1172000,1176000,1156000,1162000,-0.00515,0.00003,159913,95636,64276,-40272,30938,9134
삼성전자,2016-01-26,1155000,1157000,1136000,1137000,-0.02175,0.00047,152399,54613,97785,-18222,2030,18106
삼성전자,2016-01-27,1126000,1175000,1126000,1175000,0.03287,0.00108,276237,163753,112483,-26473,38118,-11346
삼성전자,2016-01-28,1164000,1168000,1139000,1145000,-0.02586,0.00067,315912,131760,184151,27149,-81545,54462
삼성전자,2016-01-29,1140000,1150000,1116000,1150000,0.00436,0.00002,436983,162788,274194,-26832,-18445,4241
삼성전자,2016-02-01,1152000,1163000,1151000,1163000,0.01124,0.00013,259979,134627,125351,56285,-60256,-15654
삼성전자,2016-02-02,1161000,1166000,1147000,1156000,-0.00604,0.00004,166348,70828,95519,1336,-27279,-15652
삼성전자,2016-02-03,1150000,1152000,1137000,1146000,-0.00869,0.00008,174507,85938,88568,-11540,-31740,89
삼성전자,2016-02-04,1150000,1161000,1148000,1156000,0.00869,0.00008,247959,135322,112636,-13716,283,-7446
삼성전자,2016-02-05,1156000,1169000,1156000,1164000,0.00690,0.00005,188094,92230,95863,13965,-20251,-14882
삼성전자,2016-02-11,1118000,1137000,1118000,1130000,-0.02964,0.00088,305262,162282,142979,-71968,6897,20052
삼성전자,2016-02-12,1130000,1151000,1122000,1130000,0.00000,0.00000,256232,142275,113956,-55792,38415,-24298
삼성전자,2016-02-15,1154000,1160000,1144000,1154000,0.02102,0.00044,183146,102115,81030,-16661,4316,-9223
삼성전자,2016-02-16,1158000,1179000,1157000,1168000,0.01206,0.00015,180401,88157,92243,-6611,-15244,-22836
삼성전자,2016-02-17,1179000,1201000,1169000,1185000,0.01445,0.00021,246062,148627,97434,-18673,4489,-36611
삼성전자,2016-02-18,1203000,1203000,1178000,1187000,0.00169,0.00000,222481,117926,104554,-61315,15128,-4257
삼성전자,2016-02-19,1187000,1195000,1174000,1190000,0.00252,0.00001,176852,65294,111557,-15732,-27990,-6761
삼성전자,2016-02-22,1190000,1192000,1166000,1175000,-0.01269,0.00016,174899,57964,116934,-23118,-33032,5943
삼성전자,2016-02-23,1179000,1189000,1173000,1181000,0.00509,0.00003,147674,83856,63817,-16432,-27469,-6301
삼성전자,2016-02-24,1178000,1179000,1161000,1172000,-0.00765,0.00006,140484,71861,68622,-35002,-17166,2108
삼성전자,2016-02-25,1172000,1187000,1172000,1179000,0.00595,0.00004,133635,80106,53528,-35234,-3914,-10489
삼성전자,2016-02-26,1180000,1187000,1172000,1172000,-0.00595,0.00004,177344,67811,109532,-11049,-40950,2482
삼성전자,2016-02-29,1179000,1194000,1176000,1178000,0.00511,0.00003,288680,109642,179037,26998,-58728,-18050
삼성전자,2016-03-02,1200000,1207000,1196000,1197000,0.01600,0.00026,236372,120639,115732,20476,-27888,-33789
삼성전자,2016-03-03,1213000,1220000,1202000,1220000,0.01903,0.00036,218991,135057,83933,40891,-56337,-26411
삼성전자,2016-03-04,1220000,1228000,1202000,1215000,-0.00411,0.00002,201490,115147,86342,-1472,-23861,-16179
삼성전자,2016-03-07,1220000,1231000,1215000,1223000,0.00656,0.00004,131376,58206,73169,3749,-27940,-17264
삼성전자,2016-03-08,1223000,1224000,1186000,1192000,-0.02567,0.00066,216202,110012,106189,-55025,-2878,15924
삼성전자,2016-03-09,1188000,1199000,1177000,1194000,0.00168,0.00000,183380,103791,79588,-18976,-27235,4137
삼성전자,2016-03-10,1208000,1236000,1201000,1225000,0.02563,0.00066,283540,119786,163753,114795,-91633,-63019
삼성전자,2016-03-11,1225000,1253000,1216000,1249000,0.01940,0.00038,267225,155723,111501,17752,-13934,-47101
삼성전자,2016-03-14,1267000,1273000,1249000,1255000,0.00479,0.00002,217154,101307,115846,-7261,12669,-27311
삼성전자,2016-03-15,1255000,1264000,1246000,1253000,-0.00159,0.00000,172808,84320,88487,-36568,3231,-9742
삼성전자,2016-03-16,1256000,1263000,1253000,1256000,0.00239,0.00001,146856,88787,58068,-28216,11642,-4906
삼성전자,2016-03-17,1265000,1296000,1257000,1263000,0.00556,0.00003,246869,128506,118362,38286,-32050,-26606
삼성전자,2016-03-18,1278000,1278000,1263000,1273000,0.00789,0.00006,225314,144046,81267,40277,-61756,-2358
삼성전자,2016-03-21,1274000,1279000,1258000,1267000,-0.00472,0.00002,181170,90339,90830,-4873,-42185,935
삼성전자,2016-03-22,1267000,1279000,1262000,1269000,0.00158,0.00000,202872,109201,93670,-5279,-33847,-7252
삼성전자,2016-03-23,1269000,1279000,1262000,1279000,0.00785,0.00006,197418,129413,68004,-2773,-20508,-23229
삼성전자,2016-03-24,1279000,1290000,1266000,1282000,0.00234,0.00001,218795,119590,99204,-3156,-13079,-29085
삼성전자,2016-03-25,1283000,1290000,1278000,1288000,0.00467,0.00002,143446,62048,81397,-4027,-10881,-30147
삼성전자,2016-03-28,1288000,1300000,1288000,1294000,0.00465,0.00002,121218,62262,58955,-9561,-8671,-26089
삼성전자,2016-03-29,1294000,1300000,1285000,1290000,-0.00310,0.00001,172454,96991,75462,-17476,-11583,-16752
삼성전자,2016-03-30,1310000,1321000,1302000,1308000,0.01386,0.00019,267605,127732,139872,-28848,14729,-32600
삼성전자,2016-03-31,1306000,1314000,1298000,1312000,0.00305,0.00001,382615,274607,108007,-25769,-418,-18949
삼성전자,2016-04-01,1299000,1309000,1271000,1279000,-0.02547,0.00065,271156,162840,108315,-75100,28806,157
삼성전자,2016-04-04,1279000,1305000,1279000,1305000,0.02012,0.00040,188046,125152,62893,17554,-51871,-12443
삼성전자,2016-04-05,1299000,1299000,1260000,1260000,-0.03509,0.00123,236319,103076,133242,-87340,5737,34303
삼성전자,2016-04-06,1269000,1291000,1268000,1285000,0.01965,0.00039,184234,84074,100159,34745,-80078,-1818
삼성전자,2016-04-07,1300000,1300000,1258000,1269000,-0.01253,0.00016,258795,116615,142179,25577,-94424,23720
삼성전자,2016-04-08,1269000,1269000,1240000,1246000,-0.01829,0.00033,251868,132674,119193,7354,-79127,25225
삼성전자,2016-04-11,1246000,1271000,1246000,1266000,0.01592,0.00025,120693,68917,51775,15746,-49258,-12599
삼성전자,2016-04-12,1270000,1281000,1266000,1275000,0.00708,0.00005,134054,68947,65106,4756,-34041,-16795
삼성전자,2016-04-14,1300000,1302000,1289000,1300000,0.01942,0.00038,335327,235384,99942,12207,5270,-64024
삼성전자,2016-04-15,1309000,1310000,1290000,1300000,0.00000,0.00000,136599,67033,69565,-6916,14201,-6754
삼성전자,2016-04-18,1295000,1305000,1292000,1299000,-0.00077,0.00000,128474,67603,60870,14833,-10756,-4063
삼성전자,2016-04-19,1294000,1296000,1283000,1288000,-0.00850,0.00007,144766,57262,87503,-10879,8333,2437
삼성전자,2016-04-20,1282000,1300000,1282000,1299000,0.00850,0.00007,171972,85748,86223,45210,-31817,-13204
삼성전자,2016-04-21,1300000,1301000,1288000,1294000,-0.00386,0.00001,145089,79291,65797,7425,-532,-7434
삼성전자,2016-04-22,1294000,1294000,1277000,1280000,-0.01088,0.00012,114830,49134,65695,21127,-25240,5883
삼성전자,2016-04-25,1285000,1285000,1271000,1281000,0.00078,0.00000,91957,46102,45854,28338,-29665,1811
삼성전자,2016-04-26,1285000,1305000,1283000,1296000,0.01164,0.00014,166901,85485,81415,24057,264,-25678
삼성전자,2016-04-27,1294000,1300000,1286000,1300000,0.00308,0.00001,165946,108145,57800,-4895,10773,-8374
